date,symbol,open,high,low,close,volume
2024-01-01,DOGE,0.0895,0.09208,0.0885,0.092,14363090.41
2024-01-02,DOGE,0.092,0.09441,0.09042,0.0911,33026702.48
2024-01-03,DOGE,0.0911,0.09213,0.07702,0.08203,59961786.12
2024-01-04,DOGE,0.08203,0.08475,0.08112,0.08408,27993882.62
2024-01-05,DOGE,0.08408,0.0849,0.08041,0.08272,40946885.6
2024-01-06,DOGE,0.08272,0.08274,0.07845,0.08063,16266205.52
2024-01-07,DOGE,0.08063,0.08148,0.0771,0.07828,16083010.69
2024-01-08,DOGE,0.07828,0.08182,0.07429,0.08137,34856849.15
2024-01-09,DOGE,0.08137,0.08395,0.07676,0.07923,76960515.9
2024-01-10,DOGE,0.07923,0.08508,0.07629,0.08306,48888679.69
2024-01-11,DOGE,0.08306,0.08797,0.08207,0.08458,47817865.95
2024-01-12,DOGE,0.08458,0.08543,0.07776,0.08008,34563255.36
2024-01-13,DOGE,0.08008,0.08133,0.0786,0.08093,14944554.54
2024-01-14,DOGE,0.08093,0.08388,0.07964,0.07998,21293541.83
2024-01-15,DOGE,0.07998,0.08169,0.07982,0.08103,10069291.06
2024-01-16,DOGE,0.08103,0.08247,0.07984,0.08131,17940119.81
2024-01-17,DOGE,0.08131,0.08156,0.07932,0.08053,11274429.09
2024-01-18,DOGE,0.08053,0.0807,0.07683,0.07802,16150382.94
2024-01-19,DOGE,0.07802,0.07875,0.07478,0.0785,22063808.02
2024-01-20,DOGE,0.0785,0.09616,0.07816,0.09054,51835982.45
2024-01-21,DOGE,0.09054,0.09507,0.08466,0.08537,71048374.57
2024-01-22,DOGE,0.08537,0.0855,0.08004,0.08045,60367615.91
2024-01-23,DOGE,0.08045,0.08176,0.07597,0.07816,41447863.11
2024-01-24,DOGE,0.07816,0.08062,0.0776,0.07901,27290474.75
2024-01-25,DOGE,0.07901,0.07921,0.07709,0.07786,17565301.73
2024-01-26,DOGE,0.07786,0.08033,0.07749,0.07983,17749617.06
2024-01-27,DOGE,0.07983,0.08073,0.07901,0.08014,10977215.28
2024-01-28,DOGE,0.08014,0.08144,0.0782,0.07882,11707335.73
